,embedding_x,embedding_y
329,6.28513,17.599848
330,5.3296576,19.519768
331,-1.0565821,3.3000033
332,4.298446,18.62767
333,14.643616,1.0528824
334,2.048298,11.07922
335,-6.0519533,17.609251
336,6.169041,16.56041
337,1.7227286,12.7458515
338,18.802708,2.7154894
339,6.1722536,16.576063
340,-2.224362,5.9783654
341,5.1820416,18.961494
342,-6.08945,17.650764
343,0.08307034,-5.5043883
344,20.385626,6.0254316
345,8.422005,-11.660241
346,5.4922194,19.462086
347,19.87248,5.956073
348,3.483534,19.985577
349,1.7636603,10.719362
350,3.810946,19.6463
351,0.5875995,-5.494109
352,3.8631754,2.940181
353,2.542289,1.6892391
354,9.668076,-6.690631
355,13.69889,-10.149788
356,20.750711,-9.729087
357,19.410763,10.134238
358,4.092382,13.94491
359,19.504162,10.758655
360,21.5658,-4.0425596
361,3.1168923,2.4704254
362,18.593739,3.5213425
363,0.102011465,-10.3229685
364,5.5113525,19.468895
365,-2.2824578,6.0048895
366,18.467194,3.5302408
367,-2.0784914,5.3158207
368,4.013401,17.906605
369,23.982643,10.708657
370,11.099225,-7.6476884
371,-0.48065633,-2.330067
372,5.3504267,19.61673
373,2.4227016,10.704761
374,3.809349,2.7536335
375,4.0409627,17.780138
376,9.938739,-7.473027
377,4.177859,13.960167
378,-1.7876049,3.9365242
379,21.16458,6.997376
380,3.740595,10.588418
381,5.7554083,19.064503
382,7.742218,15.901288
383,1.1446576,-9.98141
384,1.4076084,2.236715
385,0.094748504,-10.046324
386,6.182684,16.548195
387,-3.502182,4.587366
388,4.759503,8.66688
389,0.40596625,10.053854
390,4.086719,17.797796
391,18.773659,3.0907903
392,6.7232475,18.170637
393,6.774069,16.375235
394,4.164332,17.993708
395,3.9293456,17.399239
396,1.7437141,10.690659
397,19.354118,10.074583
398,4.1691866,17.82113
399,7.5513773,15.863625
400,1.2843893,-12.201218
401,3.9640532,3.0541794
402,-0.6018776,3.0366564
403,4.4381075,8.869526
404,5.1699286,18.962954
405,-0.54712933,-6.597832
406,13.581148,13.40123
407,13.943314,-9.844702
408,20.273409,6.4258084
409,3.2009025,13.406621
410,0.63160306,-6.770344
411,3.7391036,-0.121585354
412,4.067187,10.348221
413,-2.0247362,5.273348
414,1.9316334,11.03546
415,-0.47811636,-6.619039
416,1.6236752,0.22504942
417,3.1341784,14.681227
418,0.7656996,-6.66111
419,3.8223088,19.63835
420,14.095141,-10.635862
421,1.8517375,0.41799825
422,10.829633,22.770813
423,20.333742,-4.0675354
424,6.5333667,18.39362
425,11.000546,-7.5229244
426,5.437341,20.25793
427,2.235005,10.76604
428,1.8179446,0.46372023
429,20.58958,6.14733
430,19.95404,5.208789
431,6.4599485,18.517448
432,2.8830032,14.4130945
433,7.7353616,15.892721
434,-1.7368296,5.856026
435,1.3024657,-5.5521383
436,13.953894,-9.74694
437,5.484399,14.713983
438,4.196996,18.318401
439,3.7327366,14.360394
440,15.417669,-12.010692
441,5.7434373,19.072626
442,0.03363926,-5.4127245
443,10.923908,-7.451064
444,0.3037157,10.132517
445,-1.7457137,4.7653384
446,1.2502983,2.3864982
447,1.1089106,-0.058181264
448,6.547793,18.017145
449,2.0399666,1.7374552
450,-3.5100942,4.6082807
451,-2.9154887,3.3098803
452,-1.7923198,4.8988285
453,5.4308167,19.531258
454,3.128013,14.662688
455,7.732082,15.885431
456,11.204981,-7.799047
457,13.185832,3.9703414
458,-1.7552497,5.937682
459,17.381203,14.000861
460,1.3977224,-5.4824576
461,-1.5618259,6.3154473
462,19.372663,10.142465
463,-1.6852734,4.5300975
464,-1.2870746,-5.943699
465,1.9207727,10.996123
466,2.3546596,10.737377
467,13.56301,13.420218
468,-1.782856,4.8996773
469,13.688756,-9.184676
470,1.2696683,-7.2276597
471,13.580865,13.389109
472,3.4989846,19.980194
473,5.5863795,14.698278
474,1.0217011,-0.07212442
475,-3.4006534,4.7297893
476,-3.4246953,4.702673
477,-3.2364247,4.507585
478,0.4400488,9.98701
479,6.270507,16.633512
480,19.393969,10.142866
481,15.020585,2.4177144
482,17.604744,6.8258157
483,14.39744,-11.572407
484,8.417804,-11.664547
485,3.0649202,-14.154479
486,6.984873,14.866111
487,4.071038,10.348798
488,18.502308,12.844432
489,10.180563,-6.480117
490,5.2558203,19.348919
491,4.027825,17.93224
492,5.768936,19.022593
493,4.3000517,18.596102
494,3.1487594,14.662101
495,16.999886,14.480485
496,13.33279,2.6617978
497,5.454709,19.564087
498,5.18358,18.966501
499,18.852608,12.066991
500,4.292001,18.612904
501,14.775439,1.4872656
502,4.943842,8.560002
503,13.099347,-9.485727
504,2.0480917,11.118265
505,3.9396188,17.409723
506,2.7767186,13.405991
507,4.190335,8.995263
508,12.926214,4.8014307
509,1.9529897,10.850757
510,3.7338974,14.359108
511,5.3380504,19.479908
512,4.0950947,9.035571
513,5.4256744,19.958693
514,4.694233,14.268872
515,4.1792393,17.914488
516,8.1866455,-7.544839
517,3.1320047,14.665556
518,13.136691,5.1831117
519,8.414223,-11.669222
520,6.6148267,18.304192
521,2.1635787,-13.744247
522,6.671926,18.260357
523,6.4666862,18.44337
524,-2.9246182,3.3296046
525,2.3127909,10.700913
526,3.293278,13.324769
527,1.4192362,-6.141407
528,-1.7127721,6.14746
529,8.467551,-11.60699
530,2.9568884,14.187506
531,17.514532,6.9000235
532,1.799755,-9.753053
533,7.1721125,0.8085635
534,3.6728234,13.824982
535,0.065137394,-10.264093
536,8.417984,-11.664234
537,3.8453698,2.829097
538,0.5170194,-7.042582
539,1.5901637,12.595933
540,18.51128,4.824635
541,4.587081,14.376252
542,1.2782798,-7.2557445
543,1.0185312,-0.07990741
544,19.508333,10.79677
545,20.227303,6.0214834
546,6.179522,16.576561
547,4.6677513,14.320901
548,14.865334,2.247422
549,3.678561,13.838879
550,3.4937747,19.98701
551,5.713202,19.120388
552,-2.0898876,5.315682
553,1.9189718,0.9559718
554,18.783098,3.1232507
555,-1.6195745,6.089157
556,13.236179,2.1866972
557,18.264156,4.4302506
558,3.8049264,2.6553707
559,-1.8078228,4.022629
560,3.3014798,13.409822
561,17.331348,14.0404215
562,18.767637,2.766824
563,7.629773,0.46306136
564,2.1895635,-13.7544565
565,18.458296,3.5585384
566,1.3258171,2.3141882
567,13.1680565,4.5302105
568,5.353672,19.647009
569,20.691746,-9.786536
570,1.7858262,10.770288
571,17.76201,11.648662
572,4.328829,8.9274
573,18.667288,6.2431264
574,6.2565365,17.527573
575,4.927426,8.566415
576,3.9701958,3.0288885
577,4.3250117,18.662106
578,3.588489,14.455413
579,1.2667972,2.3592079
580,0.93040097,-10.285159
581,19.580091,8.048197
582,0.9556902,-0.21189773
583,3.7395618,2.9225183
584,3.1399071,2.516574
585,5.4096766,19.65244
586,4.1524286,18.011492
587,3.1096478,14.012086
588,5.7792706,19.042917
589,21.651714,-4.076693
590,5.173683,18.968388
591,-2.000016,5.4333572
592,3.644395,14.395936
593,14.783962,1.4905146
594,14.736262,1.5118397
595,-0.30060694,-1.2470968
596,-2.298649,-5.11232
597,11.130222,-7.8445506
598,18.02387,4.1781754
599,2.161233,1.0957518
600,20.912167,7.299363
601,19.939762,5.686269
602,14.804856,1.5023196
603,0.9466595,-6.3890257
604,0.10379543,-10.019237
605,-0.44818395,-2.4369907
606,18.58586,5.9254456
607,1.8154829,0.35665262
608,18.33907,4.478596
609,0.42191002,9.9546795
610,18.252651,13.138338
611,19.529165,8.219641
612,13.754027,1.8125613
613,5.3994246,19.672552
614,5.2127256,18.887558
615,20.749884,-9.729964
616,-5.2113457,16.575113
617,4.3159776,-0.3026297
618,3.819273,17.046637
619,1.9527429,11.04496
620,1.7346071,1.9871473
621,18.822102,-4.270117
622,-0.15299907,-1.7156086
623,19.051771,10.964001
624,3.5079725,19.971693
625,17.751007,11.6093235
626,3.5697453,14.460429
627,4.1346474,17.781218
628,-0.55540895,-6.5811887
629,0.8854574,-10.249912
630,9.905048,-7.320561
631,0.39890546,-7.0464478
632,-0.08796892,-1.9603046
633,20.526945,6.114323
634,3.8432908,2.9803345
635,18.573832,3.4997652
636,2.28996,10.712618
637,10.732117,22.869043
638,0.09405364,-6.444269
639,11.5591755,-8.080013
640,14.160607,0.6738868
641,13.776561,-9.455601
642,3.07596,14.01319
643,-0.32789868,-1.211253
644,3.1542828,2.5270598
645,14.4685135,1.1721916
646,3.168157,13.661138
647,2.9502082,13.526542
648,3.0253594,14.054913
649,3.2784672,13.38659
650,4.3697033,-0.5124399
651,0.19783765,-7.0017
652,10.859066,22.74137
653,0.30156532,-9.720724
654,4.384714,-0.5485379
655,-3.4893415,4.598715
656,-3.4181561,4.707131
657,20.705338,-9.771175
658,-3.4000056,4.729719
659,23.850945,10.579221
660,-2.1033468,5.31551
661,5.75004,19.011868
662,6.378296,16.703346
663,6.2452064,17.5623
664,5.400186,19.541588
665,5.4467783,19.548922
666,6.7106886,16.400433
667,5.302423,19.027363
668,6.9979286,14.847241
669,3.2878337,13.331058
670,20.566174,-1.9413685
671,4.947024,8.556699
672,4.0445166,17.93534
673,10.0580635,-6.4409304
674,10.981474,-8.01196
675,-6.07045,17.62842
676,-1.6224416,6.0940657
677,4.525938,18.79655
678,4.9345016,8.561158
679,10.916622,-7.431644
680,14.324743,-11.406041
681,13.444702,-9.014631
682,4.347766,-0.051527567
683,14.615647,-11.920888
684,0.0148599865,-6.916271
685,-0.7634916,-1.5980113
686,0.039070837,-5.5005627
687,6.594759,16.34303
688,4.7504606,14.272073
689,3.6005332,2.6580303
690,1.9470729,10.84549
691,5.193784,19.148392
692,-0.9223947,-5.4827294
693,3.0417473,13.9633465
694,20.702925,-9.774407
695,15.011615,2.3669717
696,0.9556062,-6.5661755
697,4.7422905,14.280832
698,8.784845,-8.048109
699,5.340889,19.499418
700,7.5711327,15.83624
701,3.5042987,19.97541
702,5.5838923,14.69844
703,19.541975,8.26321
704,4.0671883,17.916748
705,0.4616653,8.61849
706,16.83683,14.296963
707,3.9059591,2.794487
708,-3.4549289,3.8502638
709,17.624584,6.816124
710,-0.4817949,-2.3852963
711,11.099522,-7.5930433
712,5.406416,19.656292
713,6.559207,18.404543
714,2.9382758,10.542175
715,18.126694,4.515328
716,-2.8984401,3.2999995
717,4.346679,18.709375
718,-1.0635476,3.303716
719,4.105177,9.357142
720,-3.5508754,4.0699415
721,7.5634885,0.49651343
722,1.3146303,2.3146262
723,1.3667396,2.2782214
724,2.2333646,10.866062
725,5.4210534,19.527779
726,6.844254,16.324718
727,3.8700871,3.0129008
728,7.7567673,15.904106
729,6.6789207,18.208315
730,18.782703,3.114532
731,13.494356,-9.05572
732,1.4093908,2.2331014
733,19.799921,7.8715663
734,18.745735,2.7670596
735,6.615844,18.228205
736,0.828188,-6.722679
737,20.722502,-1.9201578
738,0.9416097,-0.0840149
739,6.4588294,18.522734
740,17.779871,11.606575
741,13.586909,13.379884
742,2.3101041,10.753703
743,6.971102,14.8807125
744,6.6203794,18.27167
745,8.140277,-6.203537
746,19.067352,-5.576528
747,19.476198,9.541173
748,1.4011722,10.555164
749,6.2234197,17.88766
750,6.9068832,14.985664
751,3.9169762,17.404675
752,-1.530147,6.3287516
753,-1.7815199,4.864503
754,4.5870867,14.365705
755,19.073215,-5.5756593
756,9.720611,-7.0046287
757,0.97395813,8.17429
758,6.685059,18.239542
759,17.442356,13.95325
760,6.6645527,18.202826
761,6.5585246,17.832296
762,3.1654174,13.577025
763,-1.6318731,6.1487546
764,0.81221807,-6.1020393
765,2.0461164,11.057417
766,6.666727,18.230145
767,0.9430926,-0.07765947
768,20.250973,5.59921
769,4.293121,18.620205
770,-1.7811149,4.8629065
771,10.747871,22.853338
772,2.2131915,1.8516214
773,-0.685559,-1.8205545
774,1.2137952,2.4218826
775,18.160927,4.501732
776,5.6526747,19.210144
777,16.88459,14.249479
778,0.63823533,-6.637584
779,18.845125,2.6558905
780,18.723751,10.603892
781,4.3804283,18.103111
782,4.3808894,-0.070045434
783,-1.7759445,4.833385
784,19.41579,10.12885
785,20.707865,-9.770041
786,21.06989,-3.8209066
787,14.532921,1.1287596
788,-1.751658,4.8074026
789,3.9178967,13.86098
790,18.770094,2.748916
791,4.783882,14.228697
792,4.53524,8.813256
793,-6.087205,17.647375
794,0.1186237,-6.9690857
795,15.168366,2.5340502
796,17.587404,13.79853
797,6.213782,17.618685
798,-0.71201426,-1.475705
799,4.925222,8.549159
800,8.279091,-6.018823
801,21.661072,-4.065664
802,4.5525603,18.83349
803,1.5419502,1.8787575
804,3.8479178,10.196716
805,0.34195253,10.117266
806,18.087063,4.366946
807,4.593446,14.344549
808,0.7862904,8.184646
809,5.435783,20.26282
810,-0.12103973,-1.7379886
811,5.7537637,19.053104
812,-1.7902339,3.956661
813,0.9427396,-0.11193914
814,4.289978,18.897217
815,4.0415354,9.050044
816,2.000523,1.8092929
817,3.1811626,2.5288148
818,0.53309745,-9.445599
819,13.788352,-9.396901
820,-6.08963,17.649342
821,13.311156,2.0840268
822,6.4349003,18.387127
823,6.450608,18.545145
824,5.5789165,14.692832
825,3.649805,2.9747941
826,1.3662723,-11.431409
827,2.7504368,-13.288281
828,1.5150232,0.20935526
829,14.128937,-9.93036
830,-5.2112823,16.575064
831,0.53059816,-9.414108
832,2.0394263,10.732927
833,4.237848,18.457209
834,3.10612,14.638178
835,10.368073,-6.448447
836,9.00147,-8.253489
837,3.9295154,-0.10119764
838,11.477911,-8.110987
839,1.7931916,-9.759642
840,3.9335122,17.390337
841,-0.78031874,-1.5085673
842,3.978579,2.7895107
843,3.7928758,2.646256
844,19.231884,11.013964
845,20.13698,5.905604
846,5.666958,19.159124
847,4.3178797,18.661528
848,-1.179198,3.4265397
849,23.716816,10.453674
850,8.502611,-11.565522
851,13.502242,4.831727
852,9.915052,-7.3580103
853,1.198403,-9.39995
854,13.8333,-9.329084
855,-5.211212,16.574976
856,0.52250695,-7.090519
857,9.035539,-8.373429
858,9.013408,-7.6776576
859,0.9491952,-6.3915524
860,19.39813,10.114124
861,3.0212855,1.9939924
862,-1.616346,6.7901635
863,2.9872203,9.806597
864,0.63307124,10.132238
865,-0.08885195,-5.7734494
866,1.4870554,-5.922979
867,2.1868262,1.689472
868,6.188437,16.560902
869,19.161474,11.51523
870,8.837865,-7.1547303
871,4.305714,18.62892
872,13.229471,2.1902435
873,6.4318852,18.351765
874,3.0372546,14.059571
875,18.840525,-4.281401
876,-0.7453716,-1.6001847
877,4.7485003,14.285723
878,19.492718,10.768257
879,14.05581,2.0168686
880,17.435795,13.94962
881,1.054685,-9.578993
882,20.026188,5.852345
883,4.2198443,14.086974
884,-6.0920873,17.653135
885,3.274017,13.3213625
886,2.8656142,14.379308
887,8.580534,-11.456154
888,10.936021,-7.490829
889,13.8408575,-9.332798
890,5.44014,19.973429
891,8.590954,-7.0952606
892,-2.333842,6.0454736
893,4.190605,18.062918
894,1.7965771,10.836215
895,8.454023,-11.62277
896,0.40173087,10.051232
897,3.4257839,2.588903
898,3.1896079,13.591918
899,21.08419,-3.6451812
900,6.6820154,18.097555
901,-2.8876324,3.2867615
902,4.215491,14.023063
903,13.930976,-10.042785
904,-1.787075,4.89319
905,1.8254125,1.100837
906,23.963003,10.689452
907,3.5491512,2.9312878
908,10.835747,22.764818
909,3.9186764,13.911752
910,3.5684185,14.474348
911,19.695097,8.078562
912,14.511756,-11.756984
913,-1.7290423,4.653006
914,2.3174965,10.788817
915,4.77404,14.228968
916,0.47076997,8.616774
917,3.9352233,13.864138
918,1.6455722,12.684798
919,19.346638,-4.5147343
920,0.051594812,-6.8871756
921,-6.092094,17.65315
922,4.412936,18.693277
923,2.1616359,-13.738359
924,18.606964,12.757165
925,18.594261,12.79121
926,8.304778,-7.134986
927,0.8241542,-7.1835246
928,4.6285796,14.331712
929,0.31013498,10.121474
930,4.381224,18.627483
931,4.1246743,17.837027
932,13.682243,-10.110111
933,19.040735,9.908959
934,5.4370437,20.238737
935,0.43083265,9.981185
936,4.3230586,8.988682
937,8.129098,-6.298828
938,9.126469,-8.14594
939,21.247578,-3.3607
940,14.55017,1.0950292
941,3.682303,13.835102
942,3.053596,-14.14202
943,0.12940072,-5.4459233
944,-1.826939,-6.3820653
945,16.810852,14.301825
946,1.4816971,2.1671646
947,6.421629,18.207142
948,4.223874,-0.35387617
949,5.4398136,20.28347
950,3.2269173,2.5490754
951,9.638228,-6.731753
952,13.08823,5.4722576
953,3.8051007,2.6564233
954,6.4140544,18.583256
955,13.358794,-9.2133875
956,3.1574051,14.663419
957,6.392265,18.575417
958,20.911684,-2.0659955
959,0.4091415,8.165678
960,17.451525,13.932275
961,13.674277,0.8042795
962,-2.0059826,5.763164
963,0.85636127,-10.186254
964,20.395931,5.915187
965,0.96781904,8.165149
966,19.997477,5.6690474
967,6.907488,15.004234
968,13.053,-9.5638895
969,7.0237207,15.635183
970,6.9768887,14.87471
971,6.390958,16.313356
972,-6.10192,17.665903
973,4.329888,18.661713
974,6.181843,17.755613
975,10.732146,22.86902
976,7.0966005,15.654377
977,6.8730974,15.046629
978,-1.0603524,3.289527
979,16.86796,14.271356
980,17.586987,6.841543
981,0.42797217,-5.5428886
982,4.205684,14.050917
983,3.835027,10.477452
984,1.136114,-9.850836
985,6.6700077,18.258202
986,3.1511483,14.683546
987,18.561098,5.8607645
988,16.829966,14.306522
989,13.585812,13.380722
990,17.34544,14.005995
991,19.052212,9.929277
992,-6.19947,17.774763
993,1.950465,1.8643188
994,4.036545,0.19102868
995,5.4383397,20.28658
996,3.6623333,10.7769785
997,17.605534,13.774194
998,9.505371,-8.116783
999,0.54632705,-9.401226
1000,19.530832,8.211583
1001,2.6437244,10.618707
1002,8.11631,-6.5717683
1003,18.803205,2.748421
1004,-0.34698465,-6.844922
1005,7.1409826,0.84291744
1006,10.403448,-6.4673157
1007,3.6604962,10.38912
1008,-0.052712988,-5.7562428
1009,1.9493572,10.968869
1010,0.3020646,10.135524
1011,3.3085008,9.025234
1012,-5.205284,16.568258
1013,1.1071159,-10.015509
1014,13.582139,13.385029
1015,17.418999,13.971765
1016,18.758259,2.7880073
1017,19.166954,11.525048
1018,-6.251365,17.830797
1019,6.4038124,18.009218
1020,-5.214747,16.579285
1021,8.5259495,-11.534167
1022,5.521222,14.673409
1023,-3.4346251,3.85132
1024,19.146002,11.5410185
1025,-5.211897,16.57566
1026,-6.2677746,17.84827
1027,2.3016005,-13.601475
1028,-3.634157,6.9772463
1029,-0.793459,-1.4414911
1030,15.173652,3.3945568
1031,20.021364,8.472608
1032,-2.3012419,-5.1138387
1033,-6.2657104,17.846487
1034,13.218669,-9.577043
1035,19.107391,9.978816
1036,-6.254348,17.83504
1037,2.7567585,-13.302776
1038,1.4886152,0.13979383
1039,-3.4857,4.5918994
1040,2.1935055,1.821579
1041,0.97583497,-0.28778628
1042,0.032446913,-5.341582
1043,14.130273,-10.441181
1044,14.170689,-11.027962
1045,14.617438,-11.910908
1046,2.1490657,-13.745177
1047,14.420535,-11.616265
1048,18.702065,10.591915
1049,17.741962,11.667952
1050,16.826382,14.288817
1051,5.64906,14.7365675
1052,13.580353,13.372063
1053,14.888042,2.2575464
1054,17.439892,13.9491
1055,-6.2668767,17.847586
